4234900200988237|02|2029|000
4234900200983808|02|2029|000
4234900200986801|02|2029|000
4234900200982511|02|2029|000
4234900200983477|02|2029|000
4234900200981414|02|2029|000
4234900200981950|02|2029|000
4234900200986025|02|2029|000
4234900200980952|02|2029|000
4234900200980341|02|2029|000
4234900200983519|02|2029|000
4234900200985258|02|2029|000
4234900200981570|02|2029|000
4234900200989060|02|2029|000
4234900200986082|02|2029|000
4234900200982602|02|2029|000
4234900200985688|02|2029|000
4234900200986587|02|2029|000
4234900200982867|02|2029|000
4234900200981455|02|2029|000
4234900200988260|02|2029|000
4234900200980200|02|2029|000
4234900200985381|02|2029|000
4234900200989540|02|2029|000
4234900200987882|02|2029|000
4234900200986538|02|2029|000
4234900200987254|02|2029|000
4234900200986942|02|2029|000
4234900200981000|02|2029|000
4234900200989268|02|2029|000
4234900200985720|02|2029|000
4234900200984400|02|2029|000
4234900200981992|02|2029|000
4234900200980242|02|2029|000
4234900200987379|02|2029|000
4234900200982594|02|2029|000
4234900200981091|02|2029|000
4234900200984707|02|2029|000
4234900200981281|02|2029|000
4234900200986348|02|2029|000
4234900200989201|02|2029|000
4234900200984954|02|2029|000
4234900200981471|02|2029|000
4234900200983824|02|2029|000
4234900200988757|02|2029|000
4234900200987312|02|2029|000
4234900200981596|02|2029|000
4234900200985480|02|2029|000
4234900200985084|02|2029|000
4234900200987114|02|2029|000
4234900200986512|02|2029|000
4234900200983964|02|2029|000
4234900200987361|02|2029|000
4234900200984491|02|2029|000
4234900200982941|02|2029|000
4234900200985340|02|2029|000
4234900200987080|02|2029|000
4234900200986462|02|2029|000
4234900200983717|02|2029|000
4234900200982024|02|2029|000
4234900200981406|02|2029|000
4234900200987148|02|2029|000
4234900200983220|02|2029|000
4234900200984418|02|2029|000
4234900200980630|02|2029|000
4234900200984210|02|2029|000
4234900200987528|02|2029|000
4234900200980473|02|2029|000
4234900200982388|02|2029|000
4234900200987783|02|2029|000
4234900200988690|02|2029|000
4234900200984582|02|2029|000
4234900200982131|02|2029|000
4234900200985639|02|2029|000
4234900200983790|02|2029|000
4234900200987353|02|2029|000
4234900200987486|02|2029|000
4234900200980879|02|2029|000
4234900200985142|02|2029|000
4234900200982834|02|2029|000
4234900200986389|02|2029|000
4234900200982537|02|2029|000
4234900200985225|02|2029|000
4234900200982768|02|2029|000
4234900200984335|02|2029|000
4234900200987650|02|2029|000
4234900200985621|02|2029|000
4234900200984384|02|2029|000
4234900200989342|02|2029|000
4234900200989631|02|2029|000
4234900200986819|02|2029|000
4234900200980804|02|2029|000
4234900200986702|02|2029|000
4234900200987031|02|2029|000
4234900200988518|02|2029|000
4234900200985472|02|2029|000
4234900200989243|02|2029|000
4234900200988815|02|2029|000
4234900200980085|02|2029|000
4234900200988609|02|2029|000
4234900200987478|02|2029|000
4234900200984681|02|2029|000
4234900200985936|02|2029|000
4234900200982651|02|2029|000
4234900200987841|02|2029|000
4234900200987643|02|2029|000
4234900200980580|02|2029|000
4234900200980671|02|2029|000
4234900200988864|02|2029|000
4234900200986165|02|2029|000
4234900200984715|02|2029|000
4234900200985746|02|2029|000
4234900200980093|02|2029|000
4234900200988211|02|2029|000
4234900200985019|02|2029|000
4234900200988765|02|2029|000
4234900200980770|02|2029|000
4234900200981554|02|2029|000
4234900200981398|02|2029|000
4234900200983428|02|2029|000
4234900200980499|02|2029|000
4234900200983709|02|2029|000
4234900200981257|02|2029|000
4234900200980507|02|2029|000
4234900200989318|02|2029|000
4234900200987932|02|2029|000
4234900200980044|02|2029|000
4234900200986272|02|2029|000
4234900200983444|02|2029|000
4234900200981877|02|2029|000
4234900200983121|02|2029|000
4234900200986934|02|2029|000
4234900200984749|02|2029|000
4234900200985274|02|2029|000
4234900200987007|02|2029|000
4234900200987429|02|2029|000
4234900200982099|02|2029|000
4234900200985951|02|2029|000
4234900200989938|02|2029|000
4234900200987569|02|2029|000
4234900200987734|02|2029|000
4234900200982271|02|2029|000
4234900200988294|02|2029|000
4234900200989508|02|2029|000
4234900200982453|02|2029|000
4234900200988161|02|2029|000
4234900200989185|02|2029|000
